uid,name,URL
cluc3hi9x001es002oyhxxg8n,Earth Commons,https://directory.plnetwork.io/teams/cluc3hi9x001es002oyhxxg8n
cldvnz47f021du21kbhe8b4ml,PL Ventures,https://directory.plnetwork.io/teams/cldvnz47f021du21kbhe8b4ml
cldvntst600afu21kpe8r5gnr,Talent Protocol,https://directory.plnetwork.io/teams/cldvntst600afu21kpe8r5gnr
clultpfri0019wf02nj3hnxb6,Celo,https://directory.plnetwork.io/teams/clultpfri0019wf02nj3hnxb6
cldvnvkvu00txu21krxudhbl1,Memex,https://directory.plnetwork.io/teams/cldvnvkvu00txu21krxudhbl1
cluirunzy000csi02q6z869gp,Optimism,https://directory.plnetwork.io/teams/cluirunzy000csi02q6z869gp
cldvnuaot00gju21kur5w627j,Puma Browser,https://directory.plnetwork.io/teams/cldvnuaot00gju21kur5w627j
clurbuikn0009rc027l3v14xc,Elliptic Research,https://directory.plnetwork.io/teams/clurbuikn0009rc027l3v14xc
clvflockp0006sy02evutkbbu,SEAD,https://directory.plnetwork.io/teams/clvflockp0006sy02evutkbbu
cltyxyba6000cyt02x7j4typt,Index Network,https://directory.plnetwork.io/teams/cltyxyba6000cyt02x7j4typt
cldvnx84t01ddu21kqfy584xa,Murmuration Labs,https://directory.plnetwork.io/teams/cldvnx84t01ddu21kqfy584xa
cluh7smdw0005ws02fjju42z3,Foresight Institute,https://directory.plnetwork.io/teams/cluh7smdw0005ws02fjju42z3
cldvnvdoh00rju21kgexerzsx,Interplanetary Shipyard,https://directory.plnetwork.io/teams/cldvnvdoh00rju21kgexerzsx
cls9420310007te02x0pg2xbw,Sodal,https://directory.plnetwork.io/teams/cls9420310007te02x0pg2xbw
clo8n1s1d0002yj02jtg107nu,Acter,https://directory.plnetwork.io/teams/clo8n1s1d0002yj02jtg107nu
cloyca776000avm02x9zx9gd3,ZKorum,https://directory.plnetwork.io/teams/cloyca776000avm02x9zx9gd3
clplcbzhs0000y6027w1jyfqj,Dataxide AI,https://directory.plnetwork.io/teams/clplcbzhs0000y6027w1jyfqj
clj1oqjp60000vp024hdzn2fg,STFIL,https://directory.plnetwork.io/teams/clj1oqjp60000vp024hdzn2fg
cldvnvbpf00qzu21kngo4hdsj,Token,https://directory.plnetwork.io/teams/cldvnvbpf00qzu21kngo4hdsj
clerk712x000102vsbt64eqal,Collectif DAO,https://directory.plnetwork.io/teams/clerk712x000102vsbt64eqal
clooin3in0008v002ojyjxcn8,Haven Digital Partners,https://directory.plnetwork.io/teams/clooin3in0008v002ojyjxcn8
clvh5idks0004q502x7875o04,Undaunted VC (launching soon),https://directory.plnetwork.io/teams/clvh5idks0004q502x7875o04
cldvnv7mf00plu21kr46ue8sv,Subvisual,https://directory.plnetwork.io/teams/cldvnv7mf00plu21kr46ue8sv
clrjeu3z0000sti02so6jq23w,ProbeLab,https://directory.plnetwork.io/teams/clrjeu3z0000sti02so6jq23w
clrl8529d0006wq02qltw5bab,Atlas Computing Initiative,https://directory.plnetwork.io/teams/clrl8529d0006wq02qltw5bab
cldvnxfvk01gfu21kj5kh992v,Gridcoin,https://directory.plnetwork.io/teams/cldvnxfvk01gfu21kj5kh992v
clurdiesw000prc026rgkbl65,Perpetual Press,https://directory.plnetwork.io/teams/clurdiesw000prc026rgkbl65
clp0yk8z70000wc020ekob7zn,FileMarket,https://directory.plnetwork.io/teams/clp0yk8z70000wc020ekob7zn
cltfe2vjm0013rt0276kweax6,Ion,https://directory.plnetwork.io/teams/cltfe2vjm0013rt0276kweax6
clrz4eowk000cxm02abjtb8zf,FilOz,https://directory.plnetwork.io/teams/clrz4eowk000cxm02abjtb8zf
clprhr6s90014y302fnhu28zv,VitaDAO,https://directory.plnetwork.io/teams/clprhr6s90014y302fnhu28zv
cldvnu0vt00d9u21kotws1bgc,Molecule,https://directory.plnetwork.io/teams/cldvnu0vt00d9u21kotws1bgc
cluir68f90000uj029ci5oufi,Internet Archive,https://directory.plnetwork.io/teams/cluir68f90000uj029ci5oufi
cls0szpv20008vg02l6jegndj,Cryptoworth,https://directory.plnetwork.io/teams/cls0szpv20008vg02l6jegndj
cldvnxayg01efu21ktpsm73zk,Rollup ID (Proof Zero),https://directory.plnetwork.io/teams/cldvnxayg01efu21ktpsm73zk
